location_code,name,population_size,00_04,05_09,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85_89,90_94,95_100
CZ01,Hlavní město Praha,20000,0.0573126063089531,0.0415313643626617,0.0337675892995206,0.0405351206123395,0.0594645572393175,0.0749719730941704,0.0949636938817586,0.0933891938559868,0.069165249213958,0.0672532987990309,0.0579915339415494,0.0686788052162259,0.0690218932013813,0.0618959718571207,0.0361450440698933,0.0292840897376423,0.0251734768826349,0.0147761391165403,0.0038979949487139,0.0007804043605999
CZ02,Středočeský kraj,20000,0.0630142768369751,0.0519523662499169,0.0440154923027017,0.0502976132317709,0.0598267081983358,0.0663237828732671,0.0850700944624006,0.093539272049369,0.0707299438384485,0.0654913256392919,0.0588050916680019,0.0691603906686624,0.0692580969167816,0.0551758907878641,0.0350655999749872,0.027513297820369,0.0210240396452872,0.0107281460434831,0.0025387991511281,0.0004697716409568
CZ03,Jihozápad,20000,0.0511736999802127,0.0510602750182763,0.0433540009620423,0.0514576763447688,0.0636727996178323,0.0676294265747234,0.0785910798304752,0.0857931509537217,0.067284184172333,0.0667377573484058,0.0636032543856962,0.073693108481455,0.0715082291051764,0.0574079332895639,0.0387292430249857,0.0308797389073284,0.0227619888942887,0.0113698175348367,0.0028041631100627,0.0004884724638137
CZ04,Severozápad,20000,0.0569550146703783,0.049693641480528,0.045939191524685,0.0542728858344877,0.0651419609950927,0.0674262790280332,0.0764636564470544,0.087751758986767,0.0693454951462661,0.0678258578789965,0.0612230825740303,0.071794241644426,0.0767686447293162,0.0546583203013461,0.0376550025592495,0.0262625851867633,0.0184301324886778,0.0096226013113612,0.0023912849377337,0.0003783622748059
CZ05,Severovýchod,20000,0.0560937445116103,0.0479286776104189,0.0455003655060386,0.0535766240497008,0.0645305384768836,0.0669011914237636,0.0774362485228983,0.0862368916544665,0.0674128336029616,0.0649195721027764,0.0601901956898785,0.0720799116158018,0.0733888407659522,0.0571561310572767,0.0378462780351084,0.0299330557298953,0.0230954749490843,0.01224494935604,0.0029929741985211,0.0005355011409222
CZ06,Jihovýchod,20000,0.0550561596901534,0.0469483092507075,0.0430049158349471,0.0528800834202294,0.0642055712796067,0.0700652465365708,0.0804397437807239,0.0855230150454342,0.0675358260092358,0.0667802770743333,0.0632373007597199,0.0698030686727245,0.0677116043497691,0.0564975420825264,0.0395650230895277,0.0306039028750186,0.0236287799791449,0.0125547445255474,0.0033266795769402,0.0006322061671383
CZ07,Střední Morava,20000,0.0533401538526702,0.0466331288263602,0.0441006852015365,0.0533922852106595,0.0659363932268333,0.0674726391825803,0.0777294838669738,0.08508815086815,0.0670629192908832,0.0673846675159733,0.0644392457895782,0.0718117601827204,0.0696116539650785,0.0553879387586872,0.040348041978776,0.0311517446084772,0.023246512900882,0.0121620829084084,0.0031449870811978,0.0005555247835734
CZ08,Moravskoslezský kraj,20000,0.0533018910087899,0.0471171684355682,0.0449458928192697,0.055050612987186,0.0686032083197561,0.0682058453794978,0.0746627900079066,0.0824093358350675,0.0694410021672126,0.0717764236197732,0.0652569085488289,0.0711425931629196,0.0702015987154369,0.0548084572485419,0.0411136563647548,0.0275082418274469,0.0205450454367051,0.0107564278940658,0.0027262835676203,0.0004266166536514
