code,name,population,age_00_04,age_05_09,age_10_14,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_69,age_70_74,age_75_79,age_80_84,age_85_89,age_90_94,age_95_99
CZ01,Hlavní město Praha,1241664,0.05731260630895315,0.04153136436266172,0.03376758929952065,0.04053512061233957,0.05946455723931756,0.0749719730941704,0.09496369388175867,0.0933891938559868,0.06916524921395804,0.06725329879903098,0.05799153394154941,0.06867880521622596,0.06902189320138137,0.06189597185712076,0.03614504406989331,0.02928408973764239,0.02517347688263492,0.01477613911654038,0.003897994948713984,0.0007804043605999691
CZ02,Středočeský kraj,1279345,0.06301427683697518,0.05195236624991695,0.04401549230270177,0.05029761323177095,0.05982670819833587,0.06632378287326718,0.08507009446240069,0.09353927204936902,0.07072994383844858,0.06549132563929198,0.05880509166800198,0.06916039066866247,0.06925809691678163,0.05517589078786411,0.0350655999749872,0.02751329782036902,0.02102403964528724,0.01072814604348319,0.002538799151128117,0.0004697716409568959
CZ03,Jihozápad,1207847,0.05117369998021273,0.05106027501827632,0.04335400096204238,0.05145767634476883,0.06367279961783238,0.06762942657472346,0.07859107983047521,0.08579315095372178,0.06728418417233309,0.06673775734840588,0.0636032543856962,0.07369310848145502,0.0715082291051764,0.05740793328956399,0.03872924302498578,0.03087973890732849,0.02276198889428876,0.01136981753483678,0.002804163110062781,0.0004884724638137115
CZ04,Severozápad,1131191,0.05695501467037839,0.04969364148052804,0.04593919152468504,0.05427288583448772,0.06514196099509278,0.06742627902803329,0.07646365644705448,0.08775175898676704,0.06934549514626619,0.06782585787899656,0.06122308257403038,0.07179424164442609,0.07676864472931627,0.0546583203013461,0.0376550025592495,0.02626258518676333,0.01843013248867786,0.00962260131136121,0.002391284937733769,0.0003783622748059346
CZ05,Severovýchod,1508867,0.05609374451161037,0.04792867761041894,0.04550036550603864,0.05357662404970087,0.06453053847688364,0.06690119142376366,0.07743624852289831,0.08623689165446656,0.06741283360296169,0.06491957210277645,0.06019019568987857,0.0720799116158018,0.0733888407659522,0.05715613105727675,0.03784627803510846,0.02993305572989535,0.02309547494908431,0.01224494935604,0.002992974198521142,0.0005355011409222946
CZ06,Jihovýchod,1678250,0.05505615969015343,0.04694830925070758,0.04300491583494712,0.05288008342022941,0.06420557127960673,0.07006524653657083,0.08043974378072397,0.08552301504543423,0.06753582600923581,0.06678027707433339,0.06323730075971995,0.06980306867272457,0.06771160434976911,0.05649754208252644,0.03956502308952778,0.03060390287501862,0.02362877997914494,0.01255474452554745,0.003326679576940265,0.0006322061671383882
CZ07,Střední Morava,1227668,0.05334015385267027,0.04663312882636022,0.04410068520153657,0.05339228521065956,0.06593639322683331,0.06747263918258031,0.07772948386697381,0.08508815086815003,0.0670629192908832,0.06738466751597337,0.06443924578957828,0.07181176018272041,0.06961165396507851,0.0553879387586872,0.04034804197877602,0.03115174460847721,0.023246512900882,0.01216208290840846,0.003144987081197848,0.0005555247835734091
CZ08,Moravskoslezský kraj,1230613,0.05330189100878993,0.04711716843556829,0.04494589281926974,0.05505061298718606,0.0686032083197561,0.06820584537949786,0.07466279000790663,0.08240933583506756,0.0694410021672126,0.07177642361977324,0.06525690854882892,0.07114259316291961,0.07020159871543694,0.05480845724854198,0.0411136563647548,0.02750824182744697,0.02054504543670512,0.0107564278940658,0.002726283567620365,0.0004266166536514729
